LMP,Load,Temperature
92.72,68.28,33.2
56.28,68.3,34.12
29.37,66.81,34.62
15.1,64.15,34.78
9.37,61.33,34.64
6.89,59.38,34.39
6.83,57.81,34.03
7.3,56.56,33.61
7.29,55.68,33.13
7.36,54.94,32.54
8.05,54.16,31.89
8.74,53.45,31.33
9.27,52.84,30.77
10.45,52.11,30.2
11.32,51.55,29.68
12.11,51.04,29.28
12.92,50.6,28.91
13.68,50.19,28.59
14.52,49.84,28.33
15.24,49.57,28.15
15.68,49.38,28.02
16.06,49.19,27.9
16.36,49.06,27.79
16.68,48.95,27.72
16.98,48.83,27.7
16.98,48.82,27.67
17.12,48.72,27.59
17.31,48.66,27.56
17.33,48.64,27.54
17.26,48.64,27.52
17.45,48.57,27.52
17.44,48.53,27.52
17.59,48.53,27.52
17.38,48.55,27.52
17.26,48.58,27.52
17.4,48.54,27.49
17.45,48.56,27.52
17.47,48.6,27.55
17.26,48.68,27.58
17.05,48.7,27.61
17,48.73,27.63
16.97,48.79,27.66
16.77,48.86,27.67
17.01,48.86,27.74
16.77,48.92,27.77
16.62,48.99,27.8
16.59,49.06,27.83
16.43,49.11,27.9
16.38,49.15,27.93
16.32,49.18,28.02
16.13,49.28,28.02
16.06,49.3,28.06
16.09,49.31,28.13
15.92,49.32,28.16
15.7,49.32,28.19
15.72,49.29,28.18
15.88,49.21,28.22
15.51,49.25,28.21
15.61,49.15,28.19
15.79,46.56,6.44
15.94,46.33,6.65
18.02,46.26,6.45
17.63,46.57,6.42
17.1,46.64,6.25
17.05,46.63,6.14
17.12,46.77,6.18
19.49,46.37,5.93
18.51,46.46,5.9
18.38,46.41,5.85
19.37,46.05,5.68
18.99,45.98,5.76
19.79,45.81,5.76
20.25,45.63,5.63
19.93,45.57,5.69
20.2,45.49,5.7
20.97,45.27,5.61
20.65,45.19,5.72
20.68,45.2,5.69
20.93,45.06,5.61
21.37,44.96,5.63
21.48,45,5.64
21.44,45,5.59
21.44,44.93,5.58
21.67,44.87,5.62
21.62,44.88,5.62
21.71,44.85,5.61
22.12,44.8,5.63
21.48,44.88,5.65
21.44,44.87,5.62
22.05,44.75,5.61
22.06,44.69,5.71
21.35,44.79,5.75
21.61,44.68,5.69
21.71,44.53,5.8
21.45,44.52,5.92
20.86,44.46,5.99
20.32,44.36,6.13
19.82,44.14,6.36
18.95,44.02,6.57
18.07,43.81,6.84
17.48,43.56,7.26
16.1,43.42,7.7
15.06,43.35,8.18
13.96,43.24,8.76
12.8,43.08,9.44
11.4,42.82,10.19
12.37,42.24,10.74
15.98,41.4,11.11
24.29,40.59,11.36
33.71,40.62,11.81
45.17,41.18,12.15
52.77,41.96,12.03
46.13,42.52,11.83
29.61,42.99,12.29
20.94,43.46,13.13
22.48,43.18,14.37
32.68,42.63,15.31
43.02,42.92,15.78
48,43.78,15.99
47.41,44.74,16.13
44.99,45.71,16.25
48.71,46.84,16.05
53.76,48.22,15.46
51.85,49.73,14.61
40.87,50.77,13.68
28.31,51.27,12.57
19.98,51.13,11.31
15.97,50.53,10.19
14.62,49.82,9.32
14.44,49.3,8.77
14.51,48.95,8.33
14.48,48.83,8.01
14.66,48.64,7.63
14.88,48.42,7.33
15.61,48.21,6.95
15.83,47.95,6.61
16.4,47.53,6.36
16.05,47.3,6.34
16.72,46.97,6.22
17.11,46.65,6.16
17.47,46.39,6.14
17.36,46.19,6.2
16.83,46.17,6.18
16.98,46.11,6.21
17.79,45.94,6.21
17.58,45.98,6.29
16.44,46.3,6.35
16.37,46.5,6.33
18.54,46.25,6.17
15.57,46.87,6.44
15.72,47.21,6.3
17.21,47.11,6.13
16.94,47.25,6.14
17.36,47.37,6.08
16.47,47.42,6.1
5.59,49.59,32.49
5.4,49.89,32.37
5.1,50.2,32.1
5.65,50.53,31.37
5.77,51.09,30.53
6.39,51.98,29.59
7.39,52.91,28.81
8.59,54.02,28.02
9.99,55.2,27.35
11.46,56.3,26.87
12.94,57.39,26.55
14.63,58.31,26.25
16.69,59.19,26.05
18.73,59.86,25.98
20.93,60.53,26.07
23.59,61.21,26.15
25.39,61.91,26.32
27.55,62.75,26.41
31.33,63.53,26.47
36.09,64.29,26.76
42.59,64.87,27.29
49.69,65.67,27.94
54.65,66.76,28.69
55.75,68.17,29.44
58.57,69.74,29.83
67.43,70.48,30.06
74.86,70.28,30.56
75.44,69.21,31.26
69.04,67.37,31.94
58.94,65.48,32.34
42.95,64.7,33
30.79,64.75,33.67
25.22,65.61,33.96
24.68,66.67,33.98
28.85,67.71,33.77
35.75,68.73,33.29
46.89,69.55,32.71
59.87,70.46,32.01
76.37,71.1,31.39
94.58,71.83,30.94
114.06,72.44,30.6
124.24,72.89,30.61
121.47,73.35,30.87
114.85,73.65,31.08
108.61,73.45,31.31
106.91,72.98,31.34
105.13,72.18,31.35
103.41,71.17,31.42
97.76,70.17,31.51
89.48,69.3,31.64
80.53,68.78,31.81
73.91,68.3,32
70.91,68.1,32.12
75.66,67.72,32.11
83.31,67.42,32.18
88.28,66.89,32.32
81.09,66.5,32.99
55.05,66.14,34.2
30.73,65.17,35.47
14.83,63.49,36.34
7.9,60.93,36.56
5.4,58.2,36.33
4.5,55.77,35.96
4.09,53.8,35.68
3.99,52.24,35.34
4.26,51.01,34.82
4.77,50.03,34.12
5.57,49.19,33.27
6.52,48.46,32.37
7.64,47.75,31.51
8.65,47.11,30.64
9.54,46.52,29.86
10.42,46.06,29.09
11.72,45.48,28.55
12.58,45.07,28.1
13.48,44.79,27.7
14.07,44.5,27.45
14.46,44.27,27.24
15.26,43.98,27.09
15.34,43.95,26.97
15.82,43.8,26.88
16.09,43.69,26.86
16.18,43.59,26.81
16.57,43.53,26.73
16.59,43.47,26.68
16.48,43.4,26.67
16.86,43.37,26.69
16.58,43.4,26.69
16.42,43.4,26.69
16.44,43.38,26.77
16.15,43.36,26.83
16.11,43.36,26.83
15.82,43.43,26.87
15.99,43.41,26.9
15.63,43.47,26.92
15.06,43.52,26.92
15.43,57.95,33.29
14.64,58.52,33.26
15.16,59.27,32.94
17.07,60.06,32.32
18.86,60.92,31.68
21.83,61.79,31.05
25.89,62.8,30.4
30.11,63.83,29.74
35.8,64.88,29.07
41.11,65.93,28.61
46.82,67.08,28.25
51.99,68.18,27.94
60.23,69.15,27.61
70.86,70.07,27.32
81.45,70.89,27.43
89.89,71.77,27.75
94.53,72.81,28.08
98.81,73.84,28.25
106.19,74.81,28.36
115.17,74.97,28.56
122.57,74.97,28.76
126.84,74.97,28.99
136.51,74.97,29.04
142.92,74.97,29.02
143.71,74.97,29.12
148.23,74.97,29.13
150.69,74.97,29.19
151.69,74.97,29.31
154.43,74.97,29.43
151.78,74.97,29.66
146.99,74.97,29.72
142.94,74.97,29.79
112.86,74.93,30.71
81.62,73.07,32.06
52.69,71.11,33.23
35.17,69.08,34.2
19.18,68.28,34.96
11.23,67.51,35.74
7.46,68.08,36.11
11.17,68.17,36
21.64,68.64,35.31
46.48,68.68,34.03
85.08,68.33,33.02
91.74,68.01,33.39
55.48,67.81,34.59
26.59,66.43,35.31
13.61,63.62,35.33
8.59,60.53,35.13
6.33,58.2,34.9
5.59,56.47,34.62
5.85,55.09,34.23
5.98,54.16,33.69
6.33,53.33,33.08
6.7,52.65,32.37
7.3,51.91,31.62
7.91,51.3,30.87
8.86,50.6,30.21
9.85,50,29.6
11.02,49.4,29.11
11.98,48.96,28.71
12.85,48.54,28.47
13.2,48.33,28.18
13.82,48,28.02
14.25,47.87,27.88
14.7,47.68,27.77
14.75,47.6,27.69
15.02,47.5,27.64
15.2,47.43,27.58
15.24,47.42,27.54
15.41,47.35,27.54
15.36,47.36,27.5
15.35,47.32,27.46
15.54,47.28,27.49
15.46,47.27,27.48
15.46,47.27,27.49
15.51,47.28,27.48
15.59,47.27,27.5
15.47,47.29,27.5
15.47,47.32,27.48
15.59,47.36,27.47
15.52,47.38,27.51
15.33,47.42,27.53
15.52,47.35,27.58
15.32,47.37,27.56
15.24,47.39,27.61
15.24,47.37,27.64
14.97,47.37,27.65
14.93,47.42,27.69
14.85,47.4,27.73
14.66,47.47,27.74
14.7,47.45,27.79
14.5,47.48,27.87
14.21,47.59,27.86
14.06,47.65,27.86
14.1,47.69,27.91
13.76,47.81,27.96
11.33,51.89,30.51
11.54,52.12,30.35
11.32,52.04,30.24
12.04,51.83,29.78
12.4,51.34,29.37
13.54,50.97,28.84
14.9,50.48,28.51
15.83,50.06,28.17
16.89,49.73,27.87
17.68,49.4,27.68
18.26,49.17,27.49
18.99,48.93,27.34
19.28,48.89,27.23
19.57,48.75,27.2
19.65,48.7,27.14
20.1,48.56,27.08
20.27,48.54,27.03
20.62,48.45,27.03
20.42,48.45,27.04
20.28,48.44,27.02
20.46,48.37,27.02
20.2,48.37,27.03
20.26,48.3,27.11
19.78,48.33,27.12
19.33,48.34,27.2
18.58,48.43,27.32
17.64,48.51,27.46
16.84,48.66,27.64
15.82,48.89,27.86
14.95,49.27,28.09
14.21,49.77,28.35
13.51,50.42,28.66
13.09,51.27,28.96
12.94,52.27,29.23
13.37,53.39,29.44
13.91,54.69,29.53
14.86,56.05,29.5
16.14,57.49,29.38
18.04,58.88,29.24
20.35,60.3,29.05
23.71,61.68,28.86
27.78,63.15,28.55
32.65,64.63,28.25
38.82,66.16,27.86
46.21,67.65,27.47
55.95,68.8,27.21
67.4,69.96,27.25
78.49,71.3,27.42
87.23,72.64,27.52
97.95,73.84,27.42
108.66,74.97,27.44
119.45,74.97,27.78
133.06,74.97,27.96
140.15,74.97,28.09
147.73,74.97,28.26
148.86,74.97,28.39
152.14,74.97,28.44
155.44,74.97,28.53
157.26,74.97,28.59
158.16,74.97,28.74
157.3,74.97,28.91
163.16,74.97,29.03
163.19,74.97,29.26
162.55,74.97,29.31
156.19,74.97,29.32
143.68,74.97,29.68
110.25,74.97,30.61
72.18,74.28,32.05
43.36,72.54,33.2
24.17,71.57,34.17
14.57,71.18,34.91
11.72,70.84,35.14
15.62,70.83,35.11
31.75,70.52,34.27
69.56,69.59,33.06
97.2,68.68,32.92
64.93,68.92,33.87
31.59,67.79,34.5
15.03,64.82,34.72
7.74,61.56,34.61
5.25,59.04,34.21
5.34,57.26,33.56
6.54,55.73,32.87
7.26,54.7,32.1
8.32,53.76,31.26
9.49,52.9,30.49
10.65,52.19,29.86
11.97,51.5,29.31
13.12,50.92,28.77
14.5,50.33,28.37
15.67,49.85,28.07
16.41,49.51,27.83
16.98,49.26,27.63
17.5,49.02,27.46
18.07,48.82,27.39
17.92,48.78,27.37
8.2,54.37,34.25
7.75,54.63,34.21
7.67,54.92,34.1
8.27,55.21,33.78
8.77,55.54,33.39
9.48,56.2,32.92
10.29,56.87,32.48
11.86,57.67,31.85
13.72,58.47,31.14
16.19,59.31,30.47
19.26,60.27,29.92
21.75,61.24,29.53
25.01,62.36,29.21
29.69,63.55,28.78
34.92,64.7,28.21
41.74,65.9,27.69
51.53,66.93,27.42
64.32,67.86,27.51
78.1,68.81,27.97
86.8,70.02,28.58
89.05,71.54,29.04
88.48,73.17,29.25
97.82,73.94,29.53
104.91,73.89,29.86
109.53,72.96,30.25
102.21,71.63,30.8
85.71,70.63,31.28
67.08,70.43,31.76
54.7,70.8,32.2
47.76,71.52,32.55
46.22,72.02,32.68
45.28,72.85,32.81
51.28,73.45,32.58
61.14,73.87,32.13
74.53,74.44,31.66
95.77,74.83,31.02
118.56,74.97,30.43
139.12,74.97,30.22
149.97,74.97,30.25
151.35,74.97,30.29
143.82,74.97,30.35
139.08,74.97,30.4
124.07,73.96,30.88
95.64,72.1,31.93
72.38,69.9,32.97
62.85,68.18,33.45
71.66,66.71,33.3
90.88,65.58,33.08
77.23,65.59,33.84
39.04,65.88,35.03
18.13,64.27,35.68
9.24,61.31,35.88
5.31,58.58,35.7
4.29,56.65,35.32
4.33,55.22,34.95
4.66,54.06,34.49
5,53.17,33.84
5.42,52.42,33.15
6.2,51.65,32.44
6.64,51.04,31.71
7.46,50.38,30.97
8.32,49.81,30.21
9.37,49.27,29.58
10.36,48.75,29.07
11.11,48.36,28.62
11.81,48.01,28.25
12.44,47.72,27.99
13.18,47.44,27.85
13.45,47.3,27.67
14.02,47.13,27.61
14.19,47.01,27.53
14.25,46.95,27.44
14.53,46.86,27.4
14.5,46.84,27.37
14.64,46.78,27.3
14.84,46.71,27.29
14.87,46.7,27.29
14.79,46.71,27.23
14.96,46.63,27.26
14.85,46.69,27.24
14.87,46.65,27.25
14.85,46.62,27.24
14.82,46.6,27.2
14.83,46.62,27.2
14.93,46.63,27.26
14.8,46.66,27.28
14.84,46.66,27.28
14.69,46.73,27.32
14.53,46.77,27.36
14.41,46.8,27.4
14.14,46.87,27.42
14.04,46.84,27.5
13.75,46.92,27.56
13.78,46.93,27.57
13.72,46.94,27.66
13.45,46.98,27.67
27.82,42.59,26.04
28.4,42.4,26.13
29.63,42.22,26.44
32.04,42.14,26.75
37.23,42.08,26.79
43.31,42.25,26.68
50.72,42.66,26.53
60.32,43.2,26.28
72.42,44.01,25.81
80.54,44.74,25.5
82.49,45.2,25.55
81.72,45.9,25.73
76.51,46.78,25.92
66.57,47.3,26.13
56.07,47.31,26.75
50.65,47.73,27.24
46.27,48.16,27.43
42.65,48.22,27.56
37.53,47.93,27.98
35.55,47.9,28.23
34.44,47.96,28.21
31.19,47.4,28.39
30.19,46.88,28.67
28.95,46.62,28.79
26.9,45.96,28.97
27.7,45.55,29.22
29.52,45.11,29.35
31.85,44.26,29.41
32.89,43.21,29.64
33.73,42.2,29.69
32.56,41.16,29.5
28.84,39.98,29.15
25.09,39.14,28.37
21.75,38.33,27.38
19.97,37.77,26.26
19.27,37.27,25.3
20.25,36.76,24.54
22.02,36.05,23.89
22.02,35.39,23.42
21.68,34.74,23.17
21.21,34.16,23.07
21.28,33.74,23.02
21.46,33.44,22.96
22.01,33.16,22.95
22.66,32.97,22.94
23.49,32.75,22.89
23.68,32.61,22.89
24.03,32.41,22.94
24.44,32.29,22.93
24.63,32.24,22.91
24.88,32.13,22.95
24.58,32.1,22.94
24.96,32.06,22.88
25.14,32.02,22.89
24.98,32.08,22.9
24.71,32.11,22.89
24.4,32.17,22.86
24.43,32.19,22.85
23.97,32.32,22.87
23.9,32.4,22.85
23.45,32.56,22.76
23.19,32.66,22.71
23.42,32.77,22.6
22.96,32.94,22.48
22.99,33.19,22.32
22.17,33.46,22.17
21.21,33.88,22.05
20.08,34.39,21.85
18.66,34.87,21.68
16.79,35.42,21.64
15.1,36.04,21.62
14.69,36.58,21.59
14.59,37,21.59
14.72,37.42,21.68
15.52,37.67,21.78
16.42,37.84,21.8
17.04,37.95,21.7
17.37,38.17,21.51
17.24,38.51,21.3
17.27,39,21.03
17.11,39.62,20.72
17.77,40.2,20.47
18.04,40.77,20.35
18.69,41.31,20.2
19.49,41.94,20.02
20.25,42.42,19.9
19.65,42.83,19.89
20.17,43.14,19.93
22.29,43.26,19.88
22.01,43.29,19.76
21.38,43.55,19.78
21.94,43.86,19.8
23.07,43.73,19.85
21.63,43.71,20.05
23,43.41,20.03
22.31,43.37,20.11
9.88,51.96,31.24
9.84,52.15,31.05
9.56,52.07,30.89
10.18,51.82,30.51
10.18,51.37,30.18
10.9,51.09,29.76
11.37,50.79,29.49
11.57,50.55,29.37
11.54,50.49,29.2
11.56,50.5,29.21
11.6,50.65,29.3
11.35,51.03,29.45
11.32,51.61,29.62
11.65,52.32,29.78
11.9,53.2,29.95
12.45,54.27,30.09
13.45,55.41,30.05
14.71,56.66,29.98
16.05,58.08,29.75
18.57,59.34,29.44
21.91,60.65,29.19
25.03,61.93,29
29.79,63.35,28.72
35.06,64.74,28.33
41.13,66.2,27.91
49.92,67.44,27.58
61.21,68.52,27.65
72.57,69.74,28
79.61,71.23,28.25
87.95,72.74,28.29
98.51,74.19,28.24
108.1,74.97,28.5
117.12,74.97,28.95
125.22,74.97,28.91
140.69,74.97,28.77
142.25,74.97,28.8
138.44,74.95,28.82
119.93,74.97,28.93
112.54,74.97,28.95
118,74.97,28.9
130.44,74.97,28.77
138.86,74.97,28.76
150.5,74.97,28.87
158.51,74.97,29.08
163.7,74.97,29.29
159.44,74.97,29.54
151.17,74.97,29.56
129.97,74.97,30
92.81,74.97,31.34
56.63,72.9,32.82
32.16,71.05,34.09
17.81,70.53,34.86
13.74,69.76,35.28
18.02,69.69,35.15
40.94,69.3,34.05
86.82,68.31,32.95
86.53,68.4,33.41
44.93,68.72,34.6
20.34,66.63,34.97
10.04,63.12,35.04
5.5,60.18,34.78
4.63,57.98,34.3
5.47,56.28,33.6
6.09,55.12,32.95
7.1,54.07,32.15
7.83,53.33,31.34
8.92,52.57,30.61
10.16,51.89,29.9
11.53,51.17,29.25
12.62,50.64,28.77
13.85,50.07,28.33
15.05,49.63,27.95
16,49.22,27.73
16.76,48.94,27.49
17.88,48.59,27.34
18.22,48.51,27.19
18.92,48.32,27.18
19.03,48.23,27.12
19.07,48.15,27.05
19.44,48.06,26.99
19.57,47.96,26.99
19.89,47.93,26.92
19.92,47.89,26.95
19.43,47.98,26.88
19.72,47.9,26.84
19.93,47.85,26.89
19.66,47.94,26.89
19.59,47.95,26.94
19.32,48.03,26.98
19.37,47.96,27.01
19.06,48.02,27.07
18.7,48.05,27.07
18.8,48.07,27.08
18.72,48.07,27.11
18.54,48.14,27.18
18.4,48.15,27.21
11.01,55.85,33.94
10.84,55.99,33.93
10.86,56.42,33.78
11.9,56.77,33.45
12.66,57.35,33.08
14.22,58.05,32.66
15.98,58.95,32.11
18.23,59.91,31.43
21.72,60.84,30.73
25.36,61.91,30.15
29.32,63.02,29.7
33.7,64.27,29.25
38,65.52,28.77
44.09,66.72,28.21
51.71,67.98,27.78
59.82,69.04,27.63
71.1,69.91,27.52
80.44,70.92,27.6
91.2,71.95,27.81
98.83,73.35,27.89
106.77,74.32,28
116.99,74.97,28.08
127.73,74.97,28.4
136.22,74.97,28.6
139.12,74.97,28.78
144.6,74.97,28.89
147.92,74.97,28.94
148.47,74.97,29.2
149.92,74.97,29.21
153.95,74.97,29.28
154.05,74.97,29.55
156.11,74.97,29.73
149.28,74.97,29.97
148.89,74.97,30.01
135.39,74.97,30.18
118.61,74.86,30.67
83.63,73.65,31.96
50.08,72,33.3
28.37,70.54,34.63
14.21,69.85,35.72
8.87,68.99,36.3
8.42,69.16,36.43
16.05,68.68,35.99
36.92,68.57,34.67
77.34,67.59,33.42
86.65,67.38,33.5
53.36,67.27,34.44
26.76,65.59,34.94
13.68,62.61,35.17
7.78,59.61,35.07
5.64,57.47,34.76
5.42,55.87,34.35
5.76,54.72,33.75
6.4,53.75,33.06
6.86,52.97,32.32
7.45,52.27,31.56
8.27,51.6,30.93
9.4,50.92,30.24
10.36,50.35,29.71
11.12,49.86,29.26
12.05,49.39,28.8
13.01,48.96,28.49
13.58,48.69,28.3
14.16,48.4,28.11
14.7,48.16,27.99
15.1,48,27.88
15.4,47.89,27.83
15.61,47.77,27.75
15.84,47.61,27.72
16.01,47.6,27.65
16.1,47.56,27.62
16.05,47.52,27.57
16.15,47.44,27.54
16.15,47.41,27.51
16.34,47.41,27.48
16.44,47.37,27.48
16.27,47.4,27.49
16.43,47.38,27.48
16.3,47.37,27.48
16.11,47.43,27.46
16.18,47.41,27.45
16.19,47.38,27.49
16.03,47.46,27.48
15.97,47.5,27.51
15.95,47.51,27.56
15.66,47.58,27.6
15.62,47.67,27.65
15.39,47.76,27.66
15.2,47.88,27.74
15.13,47.93,27.76
15.01,48.01,27.87
14.77,48.17,27.88
14.66,48.18,27.96
14.53,48.25,28.02
14.18,48.34,28.05
14.02,48.38,28.07
17.38,42.53,6.16
16.78,42.35,6.33
18.09,42.23,6.24
17.85,42.17,6.4
16.89,42.03,6.46
16.54,41.82,6.64
16.48,41.56,6.92
15.63,41.43,7.16
14.6,41.32,7.46
13.82,41.12,7.87
12.24,41.05,8.36
10.26,40.97,8.98
8.22,40.69,9.81
7.43,40.32,10.61
9.41,39.98,11.21
14.77,39.73,11.51
22.27,39.83,11.55
27.69,40.2,11.54
29.37,40.85,11.68
26.82,41.78,12
25.64,42.51,12.54
26.02,43,13.17
27.27,43.15,13.86
27.38,43.4,14.47
28.68,43.46,14.89
29.85,43.66,15.22
31,43.82,15.41
34.04,44.02,15.49
35.64,44.22,15.51
38.19,44.46,15.33
39.72,44.81,15.01
39.61,45.18,14.61
38.11,45.52,14.2
34.42,46,13.78
30.5,46.42,13.26
25.76,46.8,12.78
21.98,47.09,12.22
19.27,47.24,11.66
16.75,47.33,11.08
15.23,47.52,10.48
13.72,47.7,9.97
12.77,47.97,9.45
12.06,48.23,8.9
11.49,48.42,8.25
10.92,48.44,7.69
10.73,48.13,7.1
10.32,47.81,6.78
10.98,47.42,6.5
11.59,47.07,6.35
12.16,46.78,6.22
12.42,46.59,6.17
12.88,46.4,6.08
13.52,46.24,5.98
14.2,45.98,5.84
14.18,45.69,5.81
13.89,45.44,5.92
13.85,45.24,5.97
14.05,45.12,6.01
14.98,44.89,5.96
14.45,44.86,5.98
13.87,44.83,6.04
14.27,44.63,6.01
13.84,44.76,6.13
15.32,44.76,6.03
16.42,44.74,5.74
16.7,44.83,5.53
17.88,44.61,5.3
18.39,44.38,5.11
18.71,44.17,5.06
20.32,43.67,4.95
20.84,43.33,4.89
21.4,42.94,4.92
22.03,42.6,4.92
22.26,42.26,4.98
22.62,41.98,5.07
22.52,41.76,5.15
22.99,41.59,5.24
23.46,41.44,5.25
23.5,41.39,5.32
22.7,41.44,5.41
22.41,41.39,5.49
22.26,41.3,5.54
22.39,41.23,5.65
21.52,41.37,5.75
20.97,41.44,5.81
20.05,41.45,5.98
19.5,41.4,6.16
18.16,41.43,6.39
16.18,41.56,6.66
14.8,41.6,7.01
13.5,41.59,7.33
11.62,41.71,7.82
10.3,41.61,8.35
10.73,41.51,8.95
12.1,41.85,9.4
14.53,42.4,9.55
4.4,46.81,32.03
4.67,46.95,31.79
4.45,46.84,31.61
5.2,46.56,31.03
5.51,46.12,30.48
6.31,45.75,29.78
7.16,45.34,29.22
7.93,44.98,28.77
8.61,44.66,28.38
9.24,44.4,28.06
9.76,44.16,27.9
10.08,43.99,27.77
10.43,43.89,27.63
10.66,43.77,27.6
10.7,43.67,27.54
10.87,43.62,27.49
10.93,43.58,27.44
10.92,43.51,27.44
10.87,43.53,27.38
11.03,43.47,27.38
10.88,43.5,27.35
11.04,43.47,27.35
11.12,43.48,27.4
10.87,43.51,27.38
10.9,43.51,27.38
10.91,43.5,27.41
10.59,43.58,27.46
10.58,43.59,27.54
10.22,43.67,27.63
9.77,43.74,27.72
9.41,43.9,27.86
8.7,44.16,28.02
8.09,44.44,28.16
7.51,44.83,28.42
6.93,45.48,28.58
6.71,46.27,28.68
6.64,47.29,28.74
6.51,48.57,28.74
6.65,50.04,28.67
7.34,51.48,28.54
8.47,52.98,28.35
9.71,54.48,28.03
11.65,55.88,27.74
14.34,57.27,27.45
16.57,58.55,27.34
18.79,59.83,27.4
21.89,61.03,27.31
24.87,62.21,27.11
29.42,63.38,26.93
35.93,64.51,26.91
43.34,65.47,27.24
51.45,66.53,27.67
59.54,67.7,28.31
69.07,69.12,28.76
77.02,70.86,29.15
86.2,72.52,29.5
95.87,73.89,29.88
100.38,74.97,30.29
105.66,74.97,30.65
103.54,74.97,31.14
101.35,74.82,31.57
102.28,73.15,31.9
95.43,71.36,32.26
88.03,69.14,32.58
76.85,66.88,32.99
63.26,64.8,33.35
50.1,63.7,33.83
38.83,63.12,34.36
32.32,63.16,34.69
32.07,63.51,34.69
34.87,63.7,34.63
37.89,63.94,34.45
42.94,64,34.13
45.83,64.1,33.86
48.93,64.12,33.61
50.41,64.17,33.36
52.01,64.08,33.19
51.68,64.37,32.97
54,64.51,32.76
53.17,64.88,32.59
53.67,65.13,32.4
54.57,65.7,32.19
57.52,66.27,31.96
62.73,66.88,31.76
70.69,67.49,31.52
80.91,68.23,31.32
88.8,68.78,31.3
89.55,69.29,31.58
79.53,69.81,31.96
71.6,69.99,32.33
59.92,70.21,32.79
53.34,70.12,32.94
47.55,69.9,33.04
43.84,69.68,32.89
44.66,69.12,32.53
45.31,69.08,32.27
10,46.36,31.99
10.23,46.54,31.75
9.66,46.55,31.59
10.47,46.32,31.03
10.58,45.94,30.49
11.57,45.62,29.84
12.8,45.17,29.34
13.46,44.78,28.96
14.31,44.53,28.61
15,44.2,28.31
15.39,43.99,28.1
16.08,43.77,27.9
16.39,43.67,27.83
16.69,43.61,27.72
16.91,43.47,27.73
16.84,43.49,27.68
17.01,43.44,27.62
17.01,43.41,27.66
16.91,43.41,27.68
16.83,43.46,27.7
16.54,43.51,27.7
16.42,43.53,27.71
16.27,43.55,27.78
16.01,43.69,27.79
15.71,43.83,27.8
15.45,44.02,27.79
15.17,44.18,27.81
14.91,44.49,27.8
14.6,44.83,27.84
14.2,45.28,27.9
13.82,45.72,27.92
13.6,46.2,28.04
13.24,46.73,28.15
12.98,47.22,28.29
12.91,47.71,28.42
12.71,48.14,28.59
12.67,48.58,28.78
12.82,48.97,28.92
12.87,49.36,29.13
12.94,49.75,29.33
13.11,50.15,29.55
13.48,50.53,29.8
14.44,50.95,30.03
15.49,51.41,30.26
16.55,51.93,30.54
17.46,52.55,30.82
18.68,53.25,31.01
20.09,54,31.12
21.37,54.8,31.22
22.35,55.64,31.12
23.68,56.4,31.02
26.97,57.2,30.72
31.04,57.96,30.31
37.33,58.56,30.07
45.96,59.08,29.97
54.13,59.82,30.09
63.08,60.61,30.28
67.32,61.75,30.6
65.21,62.75,31.34
58.13,63.35,32.33
46.84,63.51,33.43
36.42,63.59,34.5
28.96,64.03,35.36
23.78,64.58,35.95
21.46,65.17,36.43
22.4,65.92,36.48
25.11,66.57,36.27
30.14,67.27,35.93
39.64,67.98,35.08
54.76,68.59,33.94
73.7,69.35,32.63
89.28,70.13,31.59
106.09,70.75,30.97
119.41,71.33,30.46
129.62,71.83,30.17
129.93,72.46,30.1
130.64,72.96,30.14
130.61,73.44,30.28
136.92,73.77,30.28
138.91,74.19,30.46
141.6,74.43,30.7
138.31,74.58,30.95
135.62,74.33,31.35
126.09,73.95,31.89
116.98,73.08,32.34
105.48,72.02,32.74
97.39,70.63,32.89
91.5,69.11,33.04
87.44,67.15,33.54
74.38,65.4,34.16
62.41,63.79,34.82
47.95,62.64,35.34
40.22,61.33,35.35
35.39,59.97,35.26
32.37,58.83,35.04
30.69,58.32,34.91
33.17,42.87,14.53
32.32,42.68,14.46
33.46,42.09,14.2
25.32,42,14
21.08,41.96,13.87
23.57,42.26,13.65
22.52,42.56,13.76
22.59,42.88,14.02
21.36,43.32,14.41
23.19,43.54,14.76
24.49,43.79,15.18
26.81,43.8,15.46
28.6,44.09,15.61
31.79,44.37,15.57
35.83,44.82,15.42
39.34,45.56,15.03
38.38,46.55,14.51
31.43,47.56,13.89
22.86,48.11,13.11
16.31,48.22,12.14
12.63,47.91,11.16
11.13,47.49,10.4
10.88,47.34,9.73
11.08,47.5,9.13
10.5,47.65,8.66
9.52,47.82,8.38
9.94,47.92,8.01
10.42,47.8,7.6
10.63,47.65,7.23
11.45,47.39,6.89
12.37,46.88,6.52
12.39,46.49,6.31
12.93,46,6.16
13.58,45.35,6.03
13.56,44.96,6.11
13.91,44.54,6.07
14.15,44.06,6.07
13.95,43.84,6.21
14.1,43.72,6.25
14.93,43.41,6.19
14.56,43.34,6.24
14.47,43.28,6.23
14.61,43.25,6.25
15.25,43.12,6.17
15.85,42.98,6.19
15.52,42.97,6.14
15.17,42.97,6.1
15.69,42.86,6.07
16.21,42.79,6.11
15.87,42.86,6.15
15.82,42.81,6.09
15.77,42.79,6.13
16.74,42.61,6.09
15.98,42.72,6.12
16.05,42.72,6.06
16.01,42.69,6.11
